User_ID,Age,Gender,Region,Game_Genre,Interaction_Rating
U_1086,32,Other,OCE,Battle Royale,3
U_1087,61,Male,AFR,JRPG,3
U_1088,62,Female,SA,JRPG,3
U_1089,46,Female,NA,Simulation,5
U_1090,50,Female,ASIA,Simulation,5
U_1091,63,Male,SA,JRPG,3
U_1092,51,Other,OCE,Strategy,5
U_1093,51,Female,EU,Action,3
U_1094,61,Male,OCE,Strategy,5
U_1095,54,Male,OCE,Strategy,5
U_1096,64,Male,ASIA,Battle Royale,2
U_1097,26,Non-binary,ASIA,RPG,5
U_1098,54,Non-binary,SA,Horror,3
U_1099,59,Other,EU,Strategy,5
U_1100,16,Other,AFR,Battle Royale,4
U_1101,43,Female,EU,RPG,3
U_1102,61,Non-binary,OCE,Horror,3
U_1103,36,Male,EU,Action,4
U_1104,54,Male,NA,Strategy,5
U_1105,22,Male,ASIA,FPS,3
U_1106,32,Female,AFR,Horror,3
U_1107,26,Non-binary,EU,Puzzle,3
U_1108,57,Male,AFR,Strategy,5
U_1109,13,Male,SA,Action,5
U_1110,53,Female,OCE,JRPG,3
U_1111,52,Female,AFR,Puzzle,5
U_1112,22,Other,ASIA,RPG,5
U_1113,55,Male,AFR,Adventure,3
U_1114,40,Other,ASIA,JRPG,4
U_1115,36,Non-binary,EU,JRPG,3
U_1116,52,Other,NA,RPG,3
U_1117,35,Other,OCE,Simulation,4
U_1118,13,Other,AFR,RPG,3
U_1119,37,Other,SA,Horror,3
U_1120,28,Non-binary,SA,Puzzle,3
U_1121,48,Non-binary,SA,Simulation,4
U_1122,59,Other,ASIA,Adventure,3
U_1123,25,Female,SA,Action,3
U_1124,37,Female,ASIA,Strategy,5
U_1125,20,Non-binary,OCE,Battle Royale,3
U_1126,37,Female,OCE,FPS,1
U_1127,22,Male,AFR,Simulation,3
U_1128,19,Other,OCE,Action,3
U_1129,27,Female,OCE,Adventure,4
U_1130,38,Male,EU,Battle Royale,2
U_1131,16,Non-binary,OCE,Horror,3
U_1132,38,Male,SA,FPS,3
U_1133,39,Other,NA,RPG,3
U_1134,37,Other,NA,Battle Royale,2
U_1135,45,Non-binary,SA,FPS,2
U_1136,23,Non-binary,OCE,Adventure,4
U_1137,56,Female,EU,Simulation,5
U_1138,49,Other,EU,Adventure,3
U_1139,54,Non-binary,AFR,Action,3
U_1140,49,Male,SA,Simulation,4
U_1141,36,Non-binary,SA,Battle Royale,2
U_1142,38,Other,SA,Simulation,5
U_1143,61,Other,SA,RPG,3
U_1144,57,Other,NA,Horror,3
U_1145,43,Non-binary,ASIA,Battle Royale,2
U_1146,31,Other,EU,Simulation,4
U_1147,49,Female,NA,Strategy,4
U_1148,52,Male,OCE,Puzzle,5
U_1149,22,Other,SA,FPS,3
U_1150,36,Other,OCE,JRPG,3
U_1151,62,Female,AFR,Horror,3
U_1152,58,Male,ASIA,Action,4
U_1153,28,Male,NA,Horror,3
U_1154,63,Male,OCE,JRPG,3
U_1155,42,Other,EU,JRPG,3
U_1156,50,Other,NA,Puzzle,4
U_1157,46,Male,NA,RPG,3
U_1158,31,Other,OCE,FPS,3
U_1159,15,Male,EU,JRPG,3
U_1160,21,Other,EU,Adventure,4
U_1161,52,Male,NA,Puzzle,5
U_1162,26,Male,EU,Battle Royale,3
U_1163,52,Female,EU,FPS,2
U_1164,63,Female,AFR,Strategy,4
U_1165,53,Other,AFR,Horror,3
U_1166,28,Male,ASIA,Horror,3
U_1167,33,Male,NA,JRPG,3
U_1168,27,Non-binary,SA,JRPG,3
U_1169,23,Male,AFR,Strategy,4
U_1170,51,Non-binary,ASIA,RPG,4
U_1171,19,Other,NA,Puzzle,3
U_1172,37,Female,SA,FPS,2
U_1173,53,Other,OCE,FPS,2
U_1174,35,Female,NA,FPS,3
U_1175,32,Female,EU,JRPG,3
U_1176,30,Other,NA,Puzzle,3
U_1177,48,Female,SA,Action,3
U_1178,51,Male,OCE,Adventure,3
U_1179,30,Non-binary,ASIA,Battle Royale,3
U_1180,60,Female,SA,JRPG,3
U_1181,65,Female,SA,Adventure,3
U_1182,14,Female,EU,FPS,4
U_1183,46,Other,ASIA,FPS,2
U_1184,31,Male,ASIA,Horror,3
U_1185,31,Non-binary,ASIA,Action,3
U_1186,39,Other,AFR,Strategy,4
U_1187,55,Male,EU,FPS,2
U_1188,21,Female,OCE,Strategy,3
U_1189,24,Other,OCE,Adventure,4
U_1190,22,Male,EU,Puzzle,3
U_1191,52,Male,EU,Puzzle,5
U_1192,29,Non-binary,NA,JRPG,3
U_1193,50,Male,OCE,Action,4
U_1194,29,Other,SA,JRPG,3
U_1195,26,Male,EU,FPS,4
U_1196,33,Other,OCE,Horror,3
U_1197,64,Non-binary,SA,Strategy,5
U_1198,19,Non-binary,EU,JRPG,3
U_1199,58,Male,OCE,RPG,3
U_1200,24,Other,EU,Battle Royale,3
U_1201,14,Female,NA,Strategy,2
U_1202,61,Male,NA,Horror,3
U_1203,63,Other,EU,JRPG,3
U_1204,42,Other,OCE,FPS,2
U_1205,31,Other,NA,Adventure,4
U_1206,23,Female,SA,FPS,3
U_1207,23,Male,EU,Simulation,3
U_1208,14,Male,AFR,Battle Royale,4
U_1209,29,Non-binary,OCE,Adventure,5
U_1210,45,Male,SA,Strategy,5
U_1211,22,Other,EU,JRPG,3
U_1212,45,Male,OCE,FPS,3
U_1213,59,Female,AFR,Adventure,3
U_1214,20,Male,EU,Adventure,5
U_1215,44,Male,NA,JRPG,3
U_1216,15,Non-binary,OCE,Puzzle,3
U_1217,62,Other,SA,Horror,3
U_1218,34,Non-binary,OCE,Strategy,3
U_1219,53,Non-binary,SA,RPG,3
U_1220,64,Non-binary,SA,Adventure,3
U_1221,56,Other,AFR,Puzzle,5
U_1222,34,Non-binary,ASIA,Puzzle,3
U_1223,46,Female,NA,Adventure,3
U_1224,38,Male,SA,Action,3
U_1225,63,Non-binary,EU,Adventure,3
U_1226,29,Non-binary,ASIA,Action,3
U_1227,41,Female,ASIA,RPG,5
U_1228,16,Male,NA,Puzzle,3
U_1229,16,Non-binary,EU,Battle Royale,4
U_1230,32,Non-binary,OCE,Action,3
U_1231,16,Non-binary,SA,Horror,3
U_1232,34,Other,AFR,Action,3
U_1233,58,Female,SA,Simulation,5
U_1234,47,Male,OCE,FPS,3
U_1235,63,Male,AFR,Simulation,4
U_1236,56,Non-binary,EU,Action,3
U_1237,35,Male,EU,RPG,3
U_1238,16,Female,EU,Puzzle,3
U_1239,31,Other,ASIA,Battle Royale,3
U_1240,58,Male,EU,Horror,3
U_1241,57,Other,NA,FPS,3
U_1242,65,Non-binary,ASIA,Puzzle,4
U_1243,49,Non-binary,AFR,Simulation,4
U_1244,20,Female,NA,JRPG,3
U_1245,65,Other,AFR,Battle Royale,2
U_1246,63,Other,NA,Adventure,3
U_1247,51,Male,ASIA,Simulation,5
U_1248,57,Non-binary,OCE,FPS,2
U_1249,35,Male,OCE,Horror,3
U_1250,49,Female,EU,Simulation,5
U_1251,21,Other,NA,RPG,4
U_1252,24,Other,OCE,FPS,3
U_1253,54,Female,NA,FPS,2
U_1254,60,Male,OCE,Adventure,3
U_1255,37,Male,NA,Strategy,5
U_1256,17,Male,SA,Simulation,3
U_1257,46,Other,AFR,Puzzle,5
U_1258,49,Other,ASIA,Puzzle,4
U_1259,19,Male,NA,Adventure,4
U_1260,50,Male,OCE,Battle Royale,2
U_1261,25,Non-binary,EU,Puzzle,3
U_1262,51,Female,OCE,Simulation,5
U_1263,33,Male,ASIA,Horror,3
U_1264,14,Male,ASIA,RPG,4
U_1265,48,Male,SA,Puzzle,4
U_1266,26,Other,SA,Puzzle,3
U_1267,23,Non-binary,ASIA,Strategy,4
U_1268,40,Male,EU,RPG,3
U_1269,14,Female,NA,FPS,5
U_1270,25,Male,AFR,Action,4
U_1271,59,Male,EU,Action,3
U_1272,25,Other,EU,Horror,3
U_1273,30,Female,NA,RPG,4
U_1274,64,Non-binary,EU,RPG,3
U_1275,32,Male,EU,Battle Royale,3
U_1276,61,Other,ASIA,Puzzle,4
U_1277,39,Male,AFR,JRPG,3
U_1278,59,Other,AFR,Puzzle,4
U_1279,20,Non-binary,EU,Action,3
U_1280,41,Female,SA,Battle Royale,2
U_1281,36,Non-binary,OCE,Action,3
U_1282,36,Other,AFR,Action,3
U_1283,23,Non-binary,EU,FPS,3
U_1284,49,Male,OCE,Action,3
U_1285,56,Non-binary,AFR,Battle Royale,2
U_1286,39,Non-binary,EU,Adventure,3
U_1287,40,Female,SA,Battle Royale,2
U_1288,26,Female,ASIA,Action,3
U_1289,45,Male,AFR,Battle Royale,2
U_1290,23,Female,SA,Puzzle,4
U_1291,56,Female,SA,JRPG,3
U_1292,36,Other,AFR,Adventure,3
U_1293,45,Male,NA,Horror,3
U_1294,62,Female,OCE,JRPG,3
U_1295,26,Non-binary,SA,Strategy,3
U_1296,29,Female,OCE,RPG,4
U_1297,23,Male,SA,RPG,4
U_1298,60,Male,ASIA,Puzzle,5
U_1299,33,Female,NA,Puzzle,4
U_1300,55,Male,NA,Adventure,3
U_1301,45,Other,AFR,RPG,3
U_1302,36,Other,EU,JRPG,3
U_1303,36,Male,ASIA,Simulation,4
U_1304,40,Other,AFR,Simulation,4
U_1305,55,Male,OCE,JRPG,3
U_1306,33,Male,NA,Action,4
U_1307,50,Other,AFR,RPG,3
U_1308,30,Non-binary,SA,Action,3
U_1309,20,Other,SA,FPS,3
U_1310,60,Other,EU,JRPG,3
U_1311,20,Female,NA,JRPG,3
U_1312,39,Other,EU,Action,3
U_1313,46,Male,SA,Battle Royale,2
U_1314,33,Other,SA,FPS,3
U_1315,47,Male,AFR,Action,4
U_1316,57,Other,ASIA,Battle Royale,2
U_1317,48,Male,EU,FPS,3
U_1318,15,Male,ASIA,JRPG,4
U_1319,53,Non-binary,NA,Puzzle,4
U_1320,17,Female,SA,JRPG,3
U_1321,19,Female,AFR,Puzzle,4
U_1322,52,Non-binary,ASIA,Strategy,5
U_1323,42,Male,EU,Action,3
U_1324,34,Male,EU,JRPG,3
U_1325,47,Male,NA,JRPG,3
U_1326,53,Male,AFR,Adventure,3
U_1327,59,Non-binary,OCE,RPG,3
U_1328,65,Male,SA,FPS,3
U_1329,57,Non-binary,SA,Simulation,4
U_1330,60,Other,EU,Strategy,5
U_1331,64,Non-binary,NA,JRPG,3
U_1332,29,Other,NA,FPS,4
U_1333,25,Other,ASIA,Simulation,3
U_1334,19,Female,ASIA,Puzzle,4
U_1335,61,Non-binary,NA,FPS,2
U_1336,44,Non-binary,EU,Battle Royale,2
U_1337,23,Non-binary,SA,FPS,3
U_1338,55,Non-binary,NA,JRPG,3
U_1339,50,Other,SA,Strategy,5
U_1340,15,Male,SA,Strategy,4
U_1341,24,Non-binary,OCE,Horror,3
U_1342,30,Non-binary,ASIA,JRPG,4
U_1343,20,Other,NA,Battle Royale,3
U_1344,39,Female,SA,Adventure,3
U_1345,13,Non-binary,OCE,Puzzle,2
U_1346,53,Female,ASIA,Battle Royale,2
U_1347,19,Other,EU,RPG,4
U_1348,57,Other,SA,Action,3
U_1349,39,Other,ASIA,RPG,4
U_1350,16,Other,AFR,Strategy,3
U_1351,34,Male,ASIA,Adventure,4
U_1352,53,Other,OCE,Horror,3
U_1353,43,Female,ASIA,Puzzle,5
U_1354,58,Female,SA,Battle Royale,2
U_1355,56,Other,AFR,Puzzle,5
U_1356,27,Other,AFR,RPG,4
U_1357,50,Other,NA,RPG,3
U_1358,25,Non-binary,ASIA,JRPG,4
U_1359,33,Other,OCE,Puzzle,3
U_1360,32,Female,ASIA,Simulation,4
U_1361,58,Non-binary,OCE,Puzzle,5
U_1362,34,Male,AFR,Horror,3
U_1363,62,Male,AFR,Puzzle,5
U_1364,48,Non-binary,SA,JRPG,3
U_1365,21,Female,AFR,FPS,3
U_1366,40,Male,OCE,Puzzle,4
U_1367,63,Non-binary,EU,Puzzle,4
U_1368,56,Male,SA,JRPG,3
U_1369,38,Other,AFR,FPS,2
U_1370,13,Female,SA,Action,4
U_1371,17,Other,EU,JRPG,3
U_1372,51,Male,NA,Simulation,5
U_1373,60,Female,SA,JRPG,3
U_1374,46,Other,ASIA,Battle Royale,2
U_1375,54,Non-binary,SA,JRPG,3
U_1376,44,Non-binary,ASIA,Battle Royale,2
U_1377,49,Other,ASIA,Adventure,3
U_1378,32,Non-binary,ASIA,Battle Royale,3
U_1379,14,Female,EU,Strategy,4
U_1380,32,Male,EU,JRPG,3
U_1381,22,Non-binary,NA,RPG,4
U_1382,55,Non-binary,OCE,FPS,2
U_1383,38,Non-binary,EU,Puzzle,4
U_1384,47,Other,SA,RPG,3
U_1385,52,Other,OCE,JRPG,3
U_1386,36,Non-binary,NA,Battle Royale,2
U_1387,57,Female,SA,Action,3
U_1388,64,Non-binary,OCE,Adventure,3
U_1389,13,Non-binary,NA,Strategy,2
U_1390,45,Male,ASIA,Puzzle,5
U_1391,20,Non-binary,OCE,JRPG,3
U_1392,17,Other,OCE,Adventure,3
U_1393,44,Other,NA,Action,4
U_1394,61,Male,EU,Adventure,3
U_1395,60,Female,ASIA,Adventure,3
U_1396,32,Other,EU,Strategy,3
U_1397,23,Female,AFR,Simulation,4
U_1398,26,Other,AFR,RPG,4
U_1399,28,Non-binary,EU,Adventure,4
U_1400,36,Other,AFR,FPS,2
U_1401,27,Non-binary,ASIA,Adventure,4
U_1402,18,Female,ASIA,Puzzle,4
U_1403,24,Other,NA,FPS,4
U_1404,62,Male,EU,FPS,3
U_1405,26,Other,ASIA,Adventure,5
U_1406,22,Female,OCE,Puzzle,4
U_1407,18,Female,NA,FPS,4
U_1408,56,Other,EU,Horror,3
U_1409,56,Non-binary,EU,Puzzle,5
U_1410,14,Non-binary,OCE,Horror,3
U_1411,34,Other,AFR,RPG,4
U_1412,34,Non-binary,OCE,Action,3
U_1413,53,Other,EU,Puzzle,4
U_1414,35,Other,NA,Simulation,5
U_1415,47,Other,OCE,Puzzle,4
U_1416,39,Female,SA,RPG,3
U_1417,54,Male,EU,Puzzle,4
U_1418,46,Other,ASIA,Simulation,5
U_1419,43,Other,AFR,Strategy,4
U_1420,60,Male,AFR,JRPG,3
U_1421,52,Male,EU,Simulation,5
U_1422,15,Non-binary,AFR,Horror,3
U_1423,54,Non-binary,NA,Horror,3
U_1424,25,Non-binary,NA,Puzzle,3
U_1425,43,Male,AFR,Simulation,4
U_1426,36,Other,AFR,Puzzle,4
U_1427,25,Non-binary,OCE,Battle Royale,3
U_1428,33,Female,NA,FPS,3
U_1429,30,Male,SA,Strategy,3
U_1430,49,Other,ASIA,Battle Royale,2
U_1431,33,Male,AFR,Horror,3
U_1432,58,Non-binary,EU,Horror,3
U_1433,46,Non-binary,EU,Simulation,5
U_1434,63,Female,EU,Puzzle,5
U_1435,22,Female,AFR,RPG,4
U_1436,24,Other,EU,FPS,3
U_1437,34,Other,SA,Horror,3
U_1438,23,Other,ASIA,JRPG,4
U_1439,40,Male,OCE,Horror,3
U_1440,37,Other,EU,Puzzle,5
U_1441,34,Non-binary,AFR,RPG,4
U_1442,59,Other,SA,RPG,3
U_1443,29,Non-binary,SA,Simulation,3
U_1444,28,Other,NA,Horror,3
U_1445,62,Non-binary,AFR,Adventure,3
U_1446,26,Male,ASIA,RPG,5
U_1447,14,Male,NA,Simulation,3
U_1448,38,Male,OCE,FPS,3
U_1449,46,Non-binary,AFR,RPG,3
U_1450,46,Male,EU,Horror,3
U_1451,49,Female,SA,Battle Royale,2
U_1452,18,Other,OCE,Horror,3
U_1453,62,Other,ASIA,Horror,3
U_1454,16,Other,AFR,Battle Royale,4
U_1455,48,Other,AFR,Simulation,5
U_1456,55,Non-binary,AFR,RPG,3
U_1457,61,Non-binary,ASIA,Strategy,5
U_1458,40,Other,EU,JRPG,3
U_1459,56,Non-binary,EU,Strategy,5
U_1460,36,Female,NA,Puzzle,5
U_1461,30,Other,AFR,Puzzle,3
U_1462,64,Non-binary,AFR,Simulation,4
U_1463,31,Female,EU,Horror,3
U_1464,64,Other,EU,Battle Royale,2
U_1465,41,Other,AFR,FPS,2
U_1466,60,Female,ASIA,RPG,4
U_1467,22,Male,AFR,Simulation,3
U_1468,17,Other,ASIA,Strategy,3
U_1469,62,Male,NA,Puzzle,5
U_1470,41,Other,ASIA,JRPG,5
U_1471,48,Other,EU,Action,3
U_1472,54,Female,NA,Strategy,4
U_1473,41,Non-binary,SA,Simulation,4
U_1474,40,Female,SA,Action,3
U_1475,31,Other,NA,JRPG,3
U_1476,39,Male,ASIA,JRPG,4
U_1477,23,Non-binary,SA,Puzzle,3
U_1478,30,Female,SA,Strategy,3
U_1479,46,Male,ASIA,Action,4
U_1480,18,Male,EU,RPG,4
U_1481,34,Other,ASIA,Horror,3
U_1482,57,Female,AFR,Horror,3
U_1483,14,Female,EU,Action,5
U_1484,57,Male,EU,Simulation,5
U_1485,43,Non-binary,NA,Simulation,5
U_1486,39,Male,SA,Action,4
U_1487,36,Male,SA,Strategy,5
U_1488,34,Other,SA,Puzzle,3
U_1489,36,Non-binary,OCE,Strategy,4
U_1490,14,Other,OCE,Battle Royale,5
U_1491,26,Other,ASIA,Horror,3
U_1492,60,Non-binary,NA,Strategy,5
U_1493,59,Female,OCE,Simulation,5
U_1494,32,Female,OCE,RPG,4
U_1495,38,Non-binary,NA,Battle Royale,2
U_1496,23,Non-binary,OCE,Horror,3
U_1497,49,Female,ASIA,FPS,2
U_1498,65,Male,OCE,Puzzle,5
U_1499,54,Other,OCE,FPS,2
U_1500,20,Other,ASIA,Strategy,4
U_1501,15,Female,NA,JRPG,3
U_1502,42,Male,ASIA,Adventure,3
U_1503,16,Female,ASIA,Battle Royale,4
U_1504,20,Other,EU,Puzzle,3
U_1505,43,Male,AFR,Puzzle,4
U_1506,64,Non-binary,SA,Action,3
U_1507,61,Other,SA,FPS,2
U_1508,25,Non-binary,SA,Horror,3
U_1509,45,Male,OCE,JRPG,3
U_1510,14,Male,NA,Action,5
U_1511,64,Non-binary,ASIA,Action,3
U_1512,40,Other,NA,Battle Royale,2
U_1513,13,Female,SA,Strategy,3
U_1514,32,Non-binary,OCE,JRPG,3
U_1515,23,Male,AFR,Battle Royale,3
U_1516,56,Other,OCE,Strategy,4
U_1517,44,Non-binary,ASIA,Puzzle,4
U_1518,55,Male,AFR,JRPG,3
U_1519,52,Other,AFR,RPG,3
U_1520,51,Non-binary,ASIA,Battle Royale,2
U_1521,44,Non-binary,ASIA,Simulation,5
U_1522,25,Female,NA,JRPG,3
U_1523,45,Male,NA,Puzzle,4
U_1524,45,Non-binary,SA,Strategy,4
U_1525,24,Other,AFR,Battle Royale,3
U_1526,40,Male,AFR,RPG,3
U_1527,27,Male,NA,Horror,3
U_1528,54,Non-binary,NA,Puzzle,4
U_1529,23,Female,OCE,Horror,3
U_1530,16,Female,SA,Adventure,3
U_1531,26,Female,OCE,Battle Royale,3
U_1532,34,Non-binary,AFR,JRPG,3
U_1533,32,Non-binary,ASIA,FPS,3
U_1534,58,Other,SA,Adventure,3
U_1535,65,Non-binary,OCE,Simulation,4
U_1536,22,Female,EU,JRPG,3
U_1537,19,Other,ASIA,Strategy,4
U_1538,17,Other,OCE,Puzzle,2
U_1539,39,Other,OCE,JRPG,3
U_1540,47,Non-binary,OCE,Battle Royale,2
U_1541,33,Female,NA,Adventure,4
U_1542,55,Female,SA,Strategy,4
U_1543,58,Male,AFR,Simulation,4
U_1544,38,Female,OCE,Adventure,3
U_1545,31,Female,OCE,Puzzle,4
U_1546,42,Non-binary,NA,Battle Royale,2
U_1547,62,Non-binary,OCE,Horror,3
U_1548,57,Non-binary,OCE,Simulation,4
U_1549,59,Other,AFR,FPS,2
U_1550,41,Non-binary,OCE,JRPG,3
U_1551,31,Non-binary,OCE,RPG,4
U_1552,65,Male,NA,Battle Royale,2
U_1553,50,Non-binary,AFR,Simulation,5
U_1554,16,Female,SA,Horror,3
U_1555,40,Non-binary,AFR,Adventure,3
U_1556,57,Female,SA,Battle Royale,2
U_1557,26,Non-binary,EU,Strategy,3
U_1558,17,Other,OCE,Action,5
U_1559,62,Female,ASIA,Adventure,3
U_1560,51,Male,EU,Puzzle,4
U_1561,25,Other,AFR,RPG,4
U_1562,33,Non-binary,SA,RPG,4
U_1563,39,Non-binary,AFR,Strategy,4
U_1564,27,Male,AFR,RPG,4
U_1565,38,Male,OCE,RPG,3
U_1566,41,Other,NA,Horror,3
U_1567,14,Female,OCE,Simulation,4
U_1568,33,Female,OCE,Action,3
U_1569,18,Non-binary,EU,Action,3
U_1570,25,Other,SA,FPS,3
U_1571,48,Non-binary,EU,JRPG,3
U_1572,23,Non-binary,AFR,Horror,3
U_1573,60,Other,ASIA,Strategy,5
U_1574,52,Female,OCE,Horror,3
U_1575,25,Male,NA,Adventure,4
U_1576,37,Non-binary,OCE,Battle Royale,2
U_1577,59,Male,ASIA,Strategy,5
U_1578,63,Male,ASIA,Horror,3
U_1579,40,Male,NA,Puzzle,4
U_1580,49,Male,SA,Action,4
U_1581,46,Female,NA,Battle Royale,2
U_1582,13,Male,EU,Simulation,4
U_1583,14,Male,EU,RPG,3
U_1584,28,Male,EU,Adventure,4
U_1585,15,Non-binary,SA,Adventure,3
U_1586,58,Female,NA,Strategy,4
U_1587,21,Male,ASIA,Strategy,5
U_1588,13,Female,ASIA,Horror,3
U_1589,59,Male,AFR,Simulation,4
U_1590,31,Non-binary,SA,Puzzle,3
U_1591,32,Non-binary,OCE,FPS,3
U_1592,65,Non-binary,NA,Puzzle,5
U_1593,29,Male,AFR,RPG,5
U_1594,53,Male,NA,Strategy,5
U_1595,29,Other,NA,JRPG,3
U_1596,65,Male,OCE,Simulation,5
U_1597,32,Other,OCE,Adventure,4
U_1598,38,Other,EU,Simulation,5
U_1599,13,Female,EU,Horror,3
U_1600,21,Non-binary,ASIA,FPS,3
U_1601,19,Male,OCE,FPS,4
U_1602,16,Other,SA,Puzzle,2
U_1603,15,Other,SA,JRPG,3
U_1604,19,Female,ASIA,JRPG,4
U_1605,18,Non-binary,NA,Horror,3
U_1606,54,Female,EU,Action,3
U_1607,42,Other,NA,Battle Royale,2
U_1608,14,Non-binary,NA,Horror,3
U_1609,52,Other,ASIA,Simulation,4
U_1610,32,Non-binary,OCE,Strategy,3
U_1611,51,Non-binary,OCE,Action,3
U_1612,37,Non-binary,ASIA,Action,3
U_1613,21,Male,NA,RPG,4
U_1614,55,Other,OCE,FPS,2
U_1615,50,Female,NA,Strategy,5
U_1616,58,Non-binary,EU,Simulation,5
U_1617,64,Non-binary,OCE,Strategy,4
U_1618,26,Other,NA,Battle Royale,3
U_1619,65,Other,NA,Simulation,5
U_1620,14,Non-binary,ASIA,JRPG,5
U_1621,33,Other,AFR,Simulation,3
U_1622,43,Non-binary,OCE,Action,3
U_1623,47,Non-binary,EU,JRPG,3
U_1624,14,Other,OCE,RPG,3
U_1625,43,Other,OCE,JRPG,3
U_1626,18,Other,EU,JRPG,3
U_1627,41,Non-binary,NA,Horror,3
U_1628,22,Non-binary,AFR,Puzzle,3
U_1629,47,Female,NA,Puzzle,5
U_1630,58,Other,NA,JRPG,3
U_1631,28,Other,AFR,RPG,4
U_1632,62,Non-binary,EU,JRPG,3
U_1633,62,Non-binary,OCE,RPG,3
U_1634,40,Non-binary,EU,Battle Royale,2
U_1635,33,Male,AFR,Horror,3
U_1636,13,Female,EU,RPG,3
U_1637,36,Non-binary,AFR,Strategy,5
U_1638,64,Male,NA,Horror,3
U_1639,26,Non-binary,ASIA,Action,3
U_1640,35,Non-binary,OCE,Action,3
U_1641,62,Male,EU,Puzzle,5
U_1642,25,Female,OCE,Action,3
U_1643,25,Male,ASIA,Adventure,4
U_1644,18,Male,OCE,Simulation,3
U_1645,24,Female,EU,RPG,4
U_1646,35,Other,OCE,Strategy,5
U_1647,45,Other,AFR,Simulation,4
U_1648,16,Male,SA,Horror,3
U_1649,52,Other,NA,Simulation,4
U_1650,14,Female,NA,Strategy,2
U_1651,55,Non-binary,ASIA,Action,3
U_1652,63,Male,ASIA,Adventure,3
U_1653,57,Male,ASIA,Action,4
U_1654,48,Other,SA,Action,3
U_1655,45,Female,ASIA,Adventure,3
